0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
10,72,143,223,279,331,356,413,444,414,388,343,276,251,229,216,203,172,132,124,105,101,89,88,73,63,44,38,34,31,27,24,21,17,12,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,59,133,213,268,311,327,364,371,364,355,320,307,277,264,261,228,202,196,191,175,146,115,100,83,61,48,29,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,57,139,203,271,335,392,400,422,402,381,377,368,346,314,254,210,170,140,117,109,94,73,60,48,39,29,24,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,61,132,213,276,337,387,454,447,456,454,421,394,351,272,227,197,182,147,113,83,64,45,30,22,15,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,61,138,208,265,293,327,354,352,335,310,297,242,208,205,205,185,178,166,154,155,143,126,133,113,100,92,81,69,62,55,44,38,28,22,17,15,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,60,143,214,275,357,410,424,430,391,386,378,329,284,249,232,217,193,163,131,87,74,56,43,42,37,33,29,27,22,22,17,15,11,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,60,134,194,262,327,345,345,326,308,307,327,314,281,258,241,225,207,190,175,149,132,120,107,93,87,75,62,48,35,19,17,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,55,140,194,267,309,353,349,345,363,366,340,276,234,226,216,191,177,155,136,138,123,107,74,65,63,58,61,58,54,52,50,49,46,42,25,15,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,57,144,200,268,326,356,371,366,378,357,325,274,247,237,235,223,211,199,159,141,121,101,90,75,65,56,46,37,33,24,18,16,12,9,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,61,142,214,265,321,364,420,448,438,433,423,405,356,289,235,180,158,137,119,111,95,77,48,27,13,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,54,127,192,246,310,330,357,397,415,403,400,382,360,335,296,266,215,155,126,105,81,67,42,37,28,21,17,12,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,57,122,191,254,312,355,379,398,377,347,349,347,333,306,282,253,215,174,169,151,120,96,75,53,36,17,11,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,56,136,199,259,306,350,370,371,336,329,323,300,303,270,265,255,243,241,210,171,100,49,44,40,39,35,33,30,26,25,21,18,15,11,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,61,131,186,235,273,300,296,307,312,285,258,253,229,199,186,172,167,138,142,128,127,126,100,93,93,88,81,87,82,77,74,63,58,54,53,46,49,42,36,30,24,19,15,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,59,141,186,214,234,272,302,334,360,370,358,351,357,366,314,293,263,230,205,142,131,119,54,41,29,22,18,12,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,65,133,197,238,269,290,298,263,255,258,234,235,202,162,161,144,141,140,133,125,116,119,118,110,111,106,103,102,101,95,89,77,73,65,63,51,48,42,41,36,35,31,28,26,20,15,12,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,65,138,192,225,255,298,306,318,333,348,361,364,347,295,266,260,234,196,166,142,122,100,87,70,62,35,31,30,28,25,22,19,13,14,10,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
