0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
0,0,0,0,10,58,178,367,604,871,1156,1476,1820,2198,2584,2986,3423,3867,4334,4826,5332,5854,6365,6826,7270,7689,8093,8471,8824,9146,9457,9725,9975,10223,10441,10606,10751,10843,10909,10956,11000,11040,11076,11111,11140,11170,11194,11215,11231,11243,11256,11260,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261
0,0,0,0,10,53,162,340,588,895,1277,1691,2186,2722,3278,3856,4446,5001,5575,6138,6654,7168,7667,8133,8544,8930,9283,9591,9864,10106,10330,10528,10697,10842,10966,11061,11140,11195,11228,11246,11254,11260,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261
0,0,0,0,10,53,165,361,592,912,1281,1722,2207,2730,3267,3848,4460,5098,5692,6262,6781,7271,7718,8151,8595,9002,9363,9696,9967,10218,10435,10600,10737,10841,10924,10988,11050,11103,11148,11183,11215,11238,11251,11257,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261
0,0,0,0,10,58,178,359,598,927,1329,1762,2215,2679,3134,3578,4005,4433,4860,5298,5729,6136,6521,6857,7175,7509,7836,8133,8392,8663,8923,9170,9412,9648,9864,10079,10270,10453,10592,10715,10821,10915,10997,11071,11132,11182,11222,11248,11259,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261
0,0,0,0,10,52,169,328,557,814,1112,1456,1847,2270,2751,3266,3815,4338,4856,5370,5816,6195,6559,6906,7216,7510,7795,8056,8311,8546,8764,8987,9194,9375,9556,9738,9912,10075,10239,10396,10543,10679,10813,10934,11018,11086,11135,11169,11197,11219,11237,11250,11259,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261
0,0,0,0,10,45,148,313,536,801,1108,1442,1813,2203,2620,3048,3463,3865,4302,4692,5064,5416,5760,6104,6434,6737,7047,7341,7626,7907,8186,8428,8629,8821,8988,9160,9314,9451,9575,9689,9824,9946,10054,10162,10251,10330,10412,10489,10563,10634,10703,10767,10826,10882,10937,10982,11029,11072,11114,11149,11182,11208,11230,11249,11257,11261,11261,11261,11261
0,0,0,0,10,49,149,313,548,842,1192,1605,2068,2571,3115,3681,4280,4896,5494,6111,6737,7334,7906,8410,8830,9170,9474,9740,9970,10169,10352,10529,10648,10765,10869,10957,11029,11082,11135,11176,11217,11242,11256,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261
0,0,0,0,10,53,169,340,562,842,1157,1542,1949,2431,2932,3466,4032,4612,5240,5832,6406,6968,7457,7857,8213,8548,8837,9054,9228,9381,9520,9641,9740,9839,9931,10018,10104,10190,10273,10347,10423,10491,10562,10627,10691,10754,10814,10865,10920,10970,11014,11055,11088,11122,11151,11177,11205,11229,11245,11257,11261,11261,11261,11261,11261,11261,11261,11261,11261
0,0,0,0,10,61,173,342,572,824,1145,1517,1942,2390,2814,3223,3620,4037,4465,4899,5297,5659,6023,6390,6758,7116,7458,7778,8098,8397,8682,8960,9223,9448,9613,9758,9892,10004,10106,10194,10279,10365,10449,10517,10589,10658,10724,10783,10839,10890,10941,10986,11029,11067,11105,11136,11166,11190,11214,11233,11248,11257,11260,11261,11261,11261,11261,11261,11261
0,0,0,0,10,49,156,349,589,890,1229,1633,2062,2562,3072,3583,4103,4609,5088,5550,6008,6458,6923,7365,7800,8199,8595,8965,9295,9584,9828,10027,10159,10257,10354,10442,10529,10603,10677,10737,10798,10854,10908,10953,11001,11043,11079,11114,11138,11166,11193,11214,11232,11243,11252,11258,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261
0,0,0,0,10,53,162,350,587,868,1192,1579,1988,2451,2933,3423,3908,4391,4867,5309,5754,6211,6655,7095,7531,7956,8354,8739,9106,9485,9801,10049,10274,10457,10627,10774,10891,10992,11072,11141,11192,11224,11245,11257,11260,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261,11261
