0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
0,0,0,0,0,10,32,80,166,291,461,665,924,1219,1540,1904,2260,2642,3059,3454,3851,4247,4629,5026,5416,5791,6153,6531,6928,7295,7686,8083,8468,8867,9281,9686,10075,10445,10776,11031,11279,11493,11683,11827,11943,12043,12140,12212,12279,12321,12344,12362,12379,12384,12384,12384
0,0,0,0,0,10,33,85,179,315,481,692,948,1222,1524,1828,2159,2547,2952,3371,3793,4176,4610,5025,5415,5829,6215,6585,6957,7305,7665,8019,8369,8697,9002,9296,9577,9836,10099,10315,10517,10701,10861,11007,11130,11246,11355,11463,11564,11651,11748,11814,11872,11924,11977,12030
0,0,0,0,0,10,34,77,155,276,418,586,788,1051,1333,1632,1969,2313,2670,3041,3453,3889,4311,4791,5276,5772,6244,6666,7106,7494,7914,8307,8666,9009,9350,9665,9963,10240,10503,10736,10953,11135,11306,11464,11611,11739,11855,11951,12032,12115,12177,12234,12284,12318,12354,12371
0,0,0,0,0,10,33,78,165,301,473,672,930,1243,1566,1935,2337,2754,3191,3623,4099,4546,4972,5418,5835,6229,6603,6935,7229,7458,7678,7845,8006,8173,8344,8510,8670,8834,8990,9145,9312,9467,9627,9791,9943,10082,10210,10324,10452,10566,10698,10819,10931,11038,11153,11258
0,0,0,0,0,10,28,78,168,302,450,638,869,1124,1431,1765,2176,2621,3087,3608,4143,4683,5235,5773,6303,6795,7268,7722,8172,8576,8953,9303,9619,9923,10219,10497,10773,10989,11179,11361,11535,11689,11833,11958,12078,12173,12242,12292,12323,12342,12357,12369,12379,12382,12384,12385
0,0,0,0,0,10,34,76,158,278,435,644,907,1187,1513,1857,2239,2643,3061,3485,3922,4319,4720,5147,5582,5988,6394,6798,7157,7534,7887,8249,8613,8981,9318,9598,9865,10082,10276,10445,10591,10743,10883,11018,11144,11262,11378,11485,11589,11700,11790,11866,11953,12029,12095,12154
0,0,0,0,0,10,42,109,205,336,507,730,971,1235,1541,1845,2160,2490,2837,3246,3627,4026,4444,4882,5351,5750,6177,6591,6987,7359,7707,8031,8354,8657,8929,9183,9399,9600,9787,9942,10082,10226,10355,10463,10569,10686,10793,10896,10998,11092,11183,11283,11362,11453,11541,11621
0,0,0,0,0,10,28,74,143,249,393,578,799,1022,1273,1524,1815,2112,2423,2757,3116,3475,3837,4187,4538,4887,5268,5662,6049,6446,6831,7192,7559,7890,8224,8529,8798,9043,9262,9467,9653,9829,9992,10153,10315,10473,10617,10772,10900,11036,11166,11288,11420,11535,11635,11743
0,0,0,0,0,10,31,72,155,275,417,618,843,1109,1390,1718,2076,2462,2872,3288,3760,4206,4647,5094,5538,5977,6452,6928,7368,7803,8222,8613,9017,9388,9766,10103,10419,10694,10953,11176,11376,11540,11695,11832,11945,12036,12110,12173,12224,12276,12308,12335,12357,12374,12381,12384
0,0,0,0,0,10,30,79,162,268,410,610,830,1119,1404,1722,2077,2481,2889,3332,3787,4304,4859,5426,5958,6479,7010,7477,7919,8292,8671,9028,9357,9685,9969,10247,10475,10684,10876,11043,11204,11355,11484,11599,11709,11798,11888,11976,12065,12137,12199,12255,12308,12350,12368,12381
