0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93
10,45,136,269,415,581,754,946,1105,1261,1389,1509,1591,1651,1655,1593,1532,1469,1464,1434,1400,1336,1246,1147,1049,958,884,846,815,792,731,701,663,638,593,574,543,516,484,459,448,427,418,405,400,390,388,369,353,326,328,337,341,325,310,305,303,288,278,263,251,238,240,238,238,223,220,199,198,185,182,166,159,149,136,117,110,100,90,73,60,48,33,22,12,6,1,0,0,0,0,0,0,0
10,47,133,256,407,568,731,859,952,1026,1090,1154,1187,1253,1296,1350,1402,1441,1511,1530,1570,1544,1525,1464,1443,1390,1382,1317,1273,1217,1175,1156,1099,1026,929,851,790,729,682,665,663,640,623,586,556,495,413,346,281,244,208,180,165,150,137,130,113,110,88,80,63,55,46,37,25,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,40,115,229,397,573,771,926,1076,1208,1369,1506,1625,1707,1821,1923,2012,2057,2095,2086,2039,1982,1999,1976,1970,1894,1792,1594,1377,1207,1080,945,810,664,551,450,373,315,268,226,179,145,119,100,84,68,54,39,23,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,52,141,274,443,595,756,879,984,1101,1208,1313,1389,1452,1543,1624,1720,1793,1892,1962,2006,2010,1991,1959,1897,1885,1807,1729,1583,1489,1368,1228,1117,956,810,649,557,453,358,273,217,167,105,70,38,19,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,41,113,244,428,633,824,1001,1145,1306,1458,1645,1790,1890,1950,2006,2041,2008,1960,1930,1899,1821,1685,1588,1464,1390,1283,1224,1143,1067,981,903,832,760,704,629,541,456,385,331,267,230,205,192,182,178,165,147,135,121,112,93,84,70,64,52,39,23,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,49,148,294,451,597,736,875,995,1107,1160,1188,1198,1224,1238,1229,1234,1273,1311,1339,1384,1418,1470,1490,1537,1564,1527,1500,1440,1435,1372,1305,1239,1196,1176,1149,1093,1045,975,878,769,638,536,469,394,339,238,179,125,94,78,67,52,31,14,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,45,127,265,431,599,742,899,1055,1205,1327,1442,1527,1652,1754,1866,1899,1926,1904,1867,1807,1754,1699,1613,1561,1491,1396,1259,1103,1017,934,911,857,832,781,743,700,669,632,595,551,505,448,369,299,223,184,144,112,76,43,23,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,42,138,282,462,645,818,984,1142,1272,1392,1493,1596,1657,1658,1627,1612,1581,1580,1517,1437,1341,1297,1302,1290,1273,1253,1172,1106,1041,1026,990,955,945,945,925,922,894,852,766,691,634,567,471,367,281,222,187,172,155,133,112,103,106,96,88,69,61,46,37,23,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,43,129,255,432,590,742,900,1045,1187,1276,1365,1426,1418,1364,1283,1224,1206,1166,1178,1139,1119,1058,1030,1004,1002,953,923,858,847,808,806,789,810,801,793,726,693,652,667,648,654,638,625,604,577,566,544,526,473,419,360,335,312,306,293,287,276,271,258,261,248,241,229,209,203,190,185,169,152,149,148,137,126,101,99,86,83,64,49,32,18,7,2,0,0,0,0,0,0,0,0,0,0
10,45,124,244,410,570,730,866,991,1092,1198,1301,1367,1445,1484,1547,1564,1547,1528,1484,1482,1455,1394,1341,1265,1213,1142,1131,1092,1086,1056,1061,1049,1033,1034,1056,1056,1042,1003,948,869,766,652,554,464,395,317,242,184,153,127,120,113,102,84,71,64,61,35,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,44,132,262,430,590,780,935,1071,1131,1217,1286,1342,1387,1447,1537,1593,1652,1700,1729,1725,1698,1662,1603,1524,1425,1349,1308,1269,1233,1148,1058,940,859,793,757,680,630,588,556,505,452,434,425,404,375,346,323,296,263,228,192,164,125,94,67,50,34,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,51,128,263,425,602,790,970,1172,1337,1517,1684,1840,1990,2100,2211,2271,2321,2386,2449,2465,2412,2325,2192,1998,1711,1468,1248,1049,837,648,514,427,366,347,304,267,230,192,148,95,62,35,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,44,131,252,399,541,687,804,916,1026,1139,1220,1256,1275,1314,1350,1352,1323,1272,1232,1228,1239,1277,1293,1298,1295,1292,1320,1306,1282,1229,1208,1159,1097,1014,922,851,786,744,690,639,589,550,533,503,482,443,434,416,395,376,352,332,295,252,220,191,168,138,106,91,81,71,52,38,27,20,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,47,132,283,452,618,760,908,1069,1225,1329,1398,1485,1611,1739,1800,1868,1898,1892,1858,1834,1830,1796,1765,1706,1619,1522,1400,1273,1145,1049,954,846,753,678,586,506,439,421,393,376,337,309,277,260,235,218,201,180,151,114,97,79,62,39,24,13,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,42,120,246,412,607,796,979,1122,1271,1396,1502,1586,1656,1703,1732,1756,1771,1751,1706,1656,1614,1581,1569,1536,1503,1450,1398,1347,1290,1254,1186,1148,1095,1057,969,854,708,575,468,393,314,251,175,125,75,50,34,21,13,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,53,148,278,425,560,722,895,1073,1257,1385,1497,1575,1668,1741,1808,1854,1885,1854,1839,1802,1797,1746,1742,1710,1703,1647,1607,1543,1483,1386,1237,1088,903,727,569,469,424,369,309,254,202,161,127,100,83,65,51,31,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,42,118,237,388,543,706,837,963,1077,1210,1332,1428,1510,1585,1670,1761,1894,2001,2066,1975,1834,1657,1518,1379,1267,1202,1129,1084,1016,971,892,829,772,728,687,657,612,557,498,459,439,422,415,385,367,330,306,285,263,239,201,171,153,142,134,121,104,89,71,56,43,27,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,49,150,286,480,665,848,1005,1145,1288,1385,1491,1564,1605,1701,1789,1872,1869,1838,1838,1864,1849,1867,1776,1737,1642,1581,1499,1402,1289,1185,1085,936,753,567,459,389,348,315,293,258,240,220,215,203,191,174,153,131,100,74,61,52,41,26,14,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,44,119,250,414,607,771,942,1096,1269,1399,1513,1583,1654,1631,1606,1560,1530,1511,1470,1493,1452,1440,1439,1465,1481,1436,1356,1235,1159,1094,1029,919,827,747,687,657,630,617,595,585,538,496,465,440,400,339,306,281,263,234,198,169,139,112,83,55,26,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,49,139,287,452,625,773,945,1114,1256,1379,1463,1547,1621,1677,1721,1722,1702,1664,1621,1604,1544,1453,1393,1358,1323,1221,1123,1030,948,871,816,775,746,714,685,646,620,610,600,579,552,546,545,533,496,415,333,259,221,187,168,162,146,141,127,118,94,84,76,69,54,44,33,25,15,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,45,116,227,357,500,667,818,954,1039,1128,1195,1242,1310,1365,1436,1473,1516,1529,1557,1556,1571,1571,1580,1593,1578,1578,1526,1469,1340,1191,1024,932,865,816,722,656,582,559,545,553,517,487,439,412,372,342,321,306,295,273,245,225,209,205,183,171,146,141,123,93,52,21,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,50,130,262,426,614,786,949,1089,1198,1303,1375,1440,1516,1590,1650,1662,1650,1630,1600,1535,1526,1495,1499,1468,1412,1355,1239,1148,1079,1011,970,902,880,839,809,742,680,599,545,470,441,407,391,352,322,298,274,253,247,234,226,213,218,204,179,140,113,89,63,46,22,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,52,142,294,461,647,795,959,1081,1171,1250,1329,1402,1429,1449,1494,1511,1535,1532,1550,1526,1515,1510,1499,1485,1496,1543,1549,1475,1373,1304,1249,1171,1066,979,911,841,776,678,589,484,403,345,299,279,251,233,203,169,134,107,86,70,61,50,39,23,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
