0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
14717,14712,14701,14682,14659,14628,14582,14531,14474,14407,14339,14263,14180,14084,13982,13874,13759,13636,13517,13395,13274,13148,13013,12894,12774,12659,12537,12417,12293,12165,12032
14717,14712,14701,14681,14656,14618,14574,14518,14460,14393,14327,14243,14156,14067,13958,13837,13719,13593,13456,13324,13165,13012,12853,12677,12497,12312,12118,11913,11701,11480,11258
14717,14711,14698,14676,14648,14615,14571,14522,14464,14400,14329,14248,14162,14070,13968,13865,13758,13642,13535,13415,13294,13168,13040,12913,12775,12645,12502,12360,12211,12062,11913
14717,14716,14710,14696,14676,14647,14612,14568,14518,14456,14395,14322,14241,14164,14087,14005,13919,13836,13744,13636,13531,13424,13320,13204,13092,12967,12845,12714,12582,12446,12314
14717,14713,14706,14695,14683,14665,14642,14616,14588,14553,14514,14472,14429,14382,14328,14276,14221,14164,14106,14044,13981,13917,13849,13782,13705,13628,13553,13473,13387,13300,13217
14717,14711,14697,14675,14650,14615,14573,14518,14461,14399,14324,14242,14149,14052,13954,13842,13721,13602,13463,13329,13187,13055,12913,12772,12623,12474,12325,12175,12018,11853,11686
14717,14713,14701,14685,14658,14626,14580,14526,14469,14402,14329,14253,14168,14081,13993,13906,13809,13713,13614,13515,13409,13323,13231,13135,13035,12939,12834,12721,12619,12507,12400
14717,14711,14698,14675,14650,14615,14573,14519,14467,14404,14336,14259,14178,14086,13987,13882,13762,13634,13500,13371,13224,13073,12937,12795,12663,12538,12401,12277,12151,12027,11889
14717,14712,14701,14681,14650,14612,14571,14526,14475,14421,14364,14305,14241,14174,14107,14041,13978,13912,13845,13777,13704,13630,13552,13466,13389,13304,13221,13133,13043,12952,12852
14717,14714,14706,14690,14665,14632,14594,14547,14491,14431,14365,14294,14210,14122,14022,13921,13804,13681,13548,13424,13281,13131,12976,12807,12633,12441,12245,12057,11855,11629,11437
14717,14712,14697,14676,14654,14631,14602,14571,14530,14492,14457,14417,14369,14322,14272,14227,14175,14115,14054,13994,13930,13859,13793,13717,13636,13562,13478,13396,13309,13220,13127
14717,14711,14697,14676,14651,14616,14574,14524,14472,14406,14335,14261,14189,14117,14044,13963,13877,13781,13685,13594,13499,13396,13303,13205,13110,13015,12907,12805,12694,12591,12493
14717,14713,14699,14680,14650,14618,14570,14523,14466,14401,14331,14249,14162,14065,13954,13844,13727,13605,13469,13329,13178,13025,12862,12696,12503,12321,12126,11921,11709,11489,11263
14717,14712,14697,14677,14646,14610,14564,14516,14448,14383,14308,14229,14136,14040,13931,13815,13695,13571,13441,13302,13145,12986,12824,12671,12521,12372,12231,12079,11920,11764,11600
14717,14714,14701,14680,14655,14623,14590,14559,14516,14472,14425,14382,14324,14266,14208,14144,14069,13992,13919,13841,13766,13677,13590,13506,13415,13330,13229,13142,13046,12952,12851
